<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AMBV4.SA,D,20020925,000000,422.7600,431.6800,421.7900,425.7400,137400,0
AMBV4.SA,D,20020926,000000,431.6300,438.6100,428.7100,431.6800,198900,0
AMBV4.SA,D,20020927,000000,435.6400,442.5700,433.6600,433.6600,193700,0
AMBV4.SA,D,20020930,000000,415.3500,433.6600,409.9000,415.3500,292200,0
AMBV4.SA,D,20021001,000000,414.8500,427.7200,410.8900,427.7200,206300,0
AMBV4.SA,D,20021002,000000,426.7300,430.8300,421.3000,422.4000,254900,0
AMBV4.SA,D,20021003,000000,427.7200,435.6400,422.7700,434.6500,365200,0
AMBV4.SA,D,20021004,000000,435.6400,437.6200,431.6800,433.6600,109500,0
AMBV4.SA,D,20021007,000000,433.6600,435.5400,428.2200,428.2200,129900,0
AMBV4.SA,D,20021008,000000,434.6500,434.8000,416.8300,431.6800,210700,0
AMBV4.SA,D,20021009,000000,425.7400,430.6900,420.8900,426.7300,69900,0
AMBV4.SA,D,20021010,000000,423.2700,437.6200,423.2700,436.6300,253000,0
AMBV4.SA,D,20021011,000000,442.5700,449.0100,440.4800,445.5400,150900,0
AMBV4.SA,D,20021014,000000,445.5400,445.5400,425.7400,430.6900,159500,0
AMBV4.SA,D,20021015,000000,434.8600,440.5800,425.7600,428.9500,216000,0
AMBV4.SA,D,20021016,000000,430.0200,430.0200,411.9000,416.8300,193900,0
AMBV4.SA,D,20021017,000000,416.8300,445.5500,416.8300,442.5700,316400,0
AMBV4.SA,D,20021018,000000,445.5300,450.5000,443.5600,443.5600,290900,0
AMBV4.SA,D,20021021,000000,443.5600,443.5600,427.9200,427.9200,117000,0
AMBV4.SA,D,20021022,000000,436.6300,437.6200,434.0000,436.8500,172600,0
AMBV4.SA,D,20021023,000000,437.6200,465.3500,436.8800,455.9400,421800,0
AMBV4.SA,D,20021024,000000,476.2400,510.1100,462.3800,480.2000,846000,0
AMBV4.SA,D,20021025,000000,494.0600,503.9600,475.2500,497.5200,231900,0
AMBV4.SA,D,20021028,000000,499.5000,504.9500,485.1500,495.9900,139600,0
AMBV4.SA,D,20021029,000000,482.1900,490.0000,482.1800,485.1600,245800,0
AMBV4.SA,D,20021030,000000,490.1000,514.8900,490.1000,502.6700,265000,0
AMBV4.SA,D,20021031,000000,514.8500,539.6000,503.9600,527.7200,479800,0
AMBV4.SA,D,20021101,000000,523.7600,533.6500,516.8300,530.6900,315400,0
AMBV4.SA,D,20021104,000000,524.7500,527.2300,500.9900,501.9900,211200,0
AMBV4.SA,D,20021105,000000,496.9600,509.9000,491.0900,506.9300,92000,0
AMBV4.SA,D,20021106,000000,504.3900,504.9500,496.7800,500.0500,81400,0
AMBV4.SA,D,20021107,000000,509.4100,512.0100,500.0000,501.7800,146700,0
AMBV4.SA,D,20021108,000000,524.7400,524.7400,505.5400,505.5400,124300,0
AMBV4.SA,D,20021111,000000,514.8600,524.7400,514.8600,515.8400,78200,0
AMBV4.SA,D,20021112,000000,514.8400,524.7500,512.8700,514.8500,220400,0
AMBV4.SA,D,20021113,000000,514.8500,524.7500,511.1500,513.8600,75100,0
AMBV4.SA,D,20021114,000000,519.8000,519.8000,505.0000,519.8000,145700,0
AMBV4.SA,D,20021115,000000,519.8000,519.8000,519.8000,519.8000,0,0
AMBV4.SA,D,20021118,000000,524.7500,531.6800,523.7600,529.2200,74400,0
AMBV4.SA,D,20021119,000000,524.7500,524.7500,503.9600,506.9400,94400,0
AMBV4.SA,D,20021120,000000,509.9000,511.8800,500.0000,506.9300,357300,0
AMBV4.SA,D,20021121,000000,502.9700,524.7500,502.9700,524.2600,74600,0
AMBV4.SA,D,20021122,000000,523.7600,531.6600,509.9700,527.7100,173700,0
AMBV4.SA,D,20021125,000000,527.7200,544.5500,524.7500,544.5500,300100,0
AMBV4.SA,D,20021126,000000,537.6200,544.6300,534.6500,536.6300,394100,0
AMBV4.SA,D,20021127,000000,534.6500,539.6000,533.6500,537.1300,133500,0
AMBV4.SA,D,20021128,000000,533.6500,537.1300,530.6900,534.5500,21500,0
AMBV4.SA,D,20021129,000000,529.7100,554.4600,529.7100,544.5500,143700,0
AMBV4.SA,D,20021202,000000,549.5000,549.5000,536.6400,536.6400,127500,0
AMBV4.SA,D,20021203,000000,539.6000,539.6000,520.7900,522.7600,208900,0
AMBV4.SA,D,20021204,000000,522.7600,524.2800,516.8400,520.7900,135000,0
AMBV4.SA,D,20021205,000000,518.8100,522.7700,517.8300,522.7700,140900,0
AMBV4.SA,D,20021206,000000,522.7600,524.8500,516.8300,524.8500,92900,0
AMBV4.SA,D,20021209,000000,523.7500,526.1900,519.8200,524.8500,51500,0
AMBV4.SA,D,20021210,000000,524.7500,531.1900,524.7500,528.2200,89100,0
AMBV4.SA,D,20021211,000000,525.7400,543.5300,525.7400,533.7800,192300,0
AMBV4.SA,D,20021212,000000,539.5800,543.5000,534.6500,541.5800,109600,0
AMBV4.SA,D,20021213,000000,530.6900,542.5700,524.8300,541.5800,117200,0
AMBV4.SA,D,20021216,000000,549.5000,549.5000,525.7400,534.6500,107200,0
AMBV4.SA,D,20021217,000000,541.5800,548.5100,539.6000,543.5600,112400,0
AMBV4.SA,D,20021218,000000,545.9900,545.9900,529.7000,534.5500,226700,0
AMBV4.SA,D,20021219,000000,542.5600,542.5600,513.8600,520.3000,221600,0
AMBV4.SA,D,20021220,000000,527.7200,533.6600,520.8100,531.7900,319400,0
AMBV4.SA,D,20021223,000000,534.6500,540.5900,530.6900,530.6900,97600,0
AMBV4.SA,D,20021224,000000,530.6900,530.6900,530.6900,530.6900,0,0
AMBV4.SA,D,20021225,000000,530.6900,530.6900,530.6900,530.6900,0,0
AMBV4.SA,D,20021226,000000,530.6900,534.6500,527.7200,532.6700,23800,0
AMBV4.SA,D,20021227,000000,529.7000,531.6700,524.7500,528.7000,11100,0
AMBV4.SA,D,20021230,000000,528.7000,534.6600,528.7000,534.6500,67400,0
AMBV4.SA,D,20021231,000000,534.6500,534.6500,534.6500,534.6500,0,0
AMBV4.SA,D,20030101,000000,534.6500,534.6500,534.6500,534.6500,0,0
AMBV4.SA,D,20030102,000000,534.6500,542.5700,534.6400,540.0000,99500,0
AMBV4.SA,D,20030103,000000,540.5900,540.5900,527.7200,539.5000,76400,0
AMBV4.SA,D,20030106,000000,536.1400,541.5800,525.7400,530.6900,90700,0
AMBV4.SA,D,20030107,000000,530.6900,530.6900,511.8800,511.8800,101900,0
AMBV4.SA,D,20030108,000000,515.8400,523.7600,512.8700,523.7600,53900,0
AMBV4.SA,D,20030109,000000,523.3200,540.5900,509.9000,540.5900,134700,0
AMBV4.SA,D,20030110,000000,534.6500,540.5900,519.9200,522.8300,149400,0
AMBV4.SA,D,20030113,000000,521.8300,524.7500,512.9800,514.8500,108700,0
AMBV4.SA,D,20030114,000000,516.8300,523.7600,507.0900,508.9100,219000,0
AMBV4.SA,D,20030115,000000,506.9300,514.8400,506.9300,514.8400,206500,0
AMBV4.SA,D,20030116,000000,514.8500,516.8200,500.0000,504.9400,118600,0
AMBV4.SA,D,20030117,000000,500.1000,501.9800,495.0500,496.9300,89600,0
AMBV4.SA,D,20030120,000000,501.9800,508.9100,497.0300,508.9100,76700,0
AMBV4.SA,D,20030121,000000,500.9900,502.9700,490.1000,490.1000,86000,0
AMBV4.SA,D,20030122,000000,491.0900,499.0100,471.3000,475.2500,140400,0
AMBV4.SA,D,20030123,000000,480.2000,485.1500,465.3500,469.2100,183300,0
AMBV4.SA,D,20030124,000000,482.2700,493.0600,469.2100,473.2700,221700,0
AMBV4.SA,D,20030127,000000,469.3100,475.2500,456.4400,473.2600,255000,0
AMBV4.SA,D,20030128,000000,466.3400,484.1600,466.3400,477.2300,188200,0
AMBV4.SA,D,20030129,000000,477.2300,496.0400,477.2300,494.0600,333100,0
AMBV4.SA,D,20030130,000000,495.0500,498.0200,485.1500,486.1400,78700,0
AMBV4.SA,D,20030131,000000,488.1200,499.9900,488.1200,499.9900,144400,0
AMBV4.SA,D,20030203,000000,500.0000,501.9800,494.0700,500.9800,124300,0
AMBV4.SA,D,20030204,000000,495.0500,495.5400,488.1200,495.5400,168300,0
AMBV4.SA,D,20030205,000000,497.0300,498.0700,492.0800,498.0200,157500,0
AMBV4.SA,D,20030206,000000,490.1000,494.0600,490.1000,491.5800,100500,0
AMBV4.SA,D,20030207,000000,483.1700,491.5800,480.2100,483.1700,121600,0
AMBV4.SA,D,20030210,000000,481.7800,483.1700,474.3000,475.3000,214400,0
AMBV4.SA,D,20030211,000000,475.2500,479.2100,473.2700,475.2500,141000,0
AMBV4.SA,D,20030212,000000,476.2400,480.1000,473.2500,474.3600,185800,0
AMBV4.SA,D,20030213,000000,470.3100,481.1900,470.3000,479.7000,137800,0
AMBV4.SA,D,20030214,000000,477.2300,486.1400,471.3400,482.1800,114500,0
AMBV4.SA,D,20030217,000000,482.1800,485.6400,477.2900,479.2100,102300,0
AMBV4.SA,D,20030218,000000,482.1800,496.0400,482.1800,495.0500,234800,0
AMBV4.SA,D,20030219,000000,495.0500,501.9800,489.1100,501.9800,112500,0
AMBV4.SA,D,20030220,000000,508.9100,510.8900,500.0200,509.9000,164700,0
AMBV4.SA,D,20030221,000000,509.9000,511.8800,506.9300,509.9000,136200,0
AMBV4.SA,D,20030224,000000,505.9400,510.9000,499.0100,499.0100,111900,0
AMBV4.SA,D,20030225,000000,499.0100,500.9900,495.0600,496.0400,194100,0
AMBV4.SA,D,20030226,000000,496.0400,500.0000,495.0500,497.0300,203800,0
AMBV4.SA,D,20030227,000000,497.0300,499.0100,491.0900,497.0300,156000,0
AMBV4.SA,D,20030228,000000,497.0200,497.0300,490.1000,497.0300,84100,0
AMBV4.SA,D,20030303,000000,497.0300,497.0300,497.0300,497.0300,0,0
AMBV4.SA,D,20030304,000000,497.0300,497.0300,497.0300,497.0300,0,0
AMBV4.SA,D,20030305,000000,486.0400,491.0900,483.1800,486.1500,236600,0
AMBV4.SA,D,20030306,000000,491.0800,495.0500,485.7500,495.0500,293500,0
AMBV4.SA,D,20030307,000000,493.5400,494.0700,487.1300,488.6100,422000,0
AMBV4.SA,D,20030310,000000,483.2000,488.6100,483.1700,488.1200,173800,0
AMBV4.SA,D,20030311,000000,485.1500,491.0900,480.6900,488.6100,58000,0
AMBV4.SA,D,20030312,000000,488.6200,492.0700,482.1800,489.6000,151500,0
AMBV4.SA,D,20030313,000000,495.0500,510.9200,488.1300,510.8800,140200,0
AMBV4.SA,D,20030314,000000,509.9000,532.6700,509.9000,532.6700,278900,0
AMBV4.SA,D,20030317,000000,531.6800,541.5900,523.7600,539.6000,456200,0
AMBV4.SA,D,20030318,000000,539.6000,558.5200,536.6300,550.5000,361900,0
AMBV4.SA,D,20030319,000000,547.5300,550.5000,524.7600,536.1100,291100,0
AMBV4.SA,D,20030320,000000,534.6500,538.6100,528.7000,537.6200,369600,0
AMBV4.SA,D,20030321,000000,544.5300,556.4700,534.6600,556.4400,243800,0
AMBV4.SA,D,20030324,000000,540.7300,553.4700,540.7300,543.5600,136700,0
AMBV4.SA,D,20030325,000000,543.5600,548.5200,541.5800,547.5200,135800,0
AMBV4.SA,D,20030326,000000,550.5000,550.5000,540.1100,544.5500,113700,0
AMBV4.SA,D,20030327,000000,534.6500,550.5000,534.6500,547.5200,170000,0
AMBV4.SA,D,20030328,000000,544.5500,556.4100,534.6500,555.5500,203600,0
AMBV4.SA,D,20030331,000000,538.8200,556.4400,538.8200,556.4400,287400,0
AMBV4.SA,D,20030401,000000,556.4400,579.2100,550.5000,567.3300,462300,0
AMBV4.SA,D,20030402,000000,574.2400,583.8500,567.3300,578.2200,306800,0
AMBV4.SA,D,20030403,000000,580.2000,581.1900,574.2900,577.7200,105700,0
AMBV4.SA,D,20030404,000000,574.2900,574.2900,567.3300,572.2800,120400,0
AMBV4.SA,D,20030407,000000,573.4200,576.2400,558.4200,563.3600,795000,0
AMBV4.SA,D,20030408,000000,556.4400,557.4300,544.5500,547.5300,139400,0
AMBV4.SA,D,20030409,000000,544.5600,554.4600,544.5600,552.4800,161900,0
AMBV4.SA,D,20030410,000000,552.4800,556.4300,549.5200,552.4800,133200,0
AMBV4.SA,D,20030411,000000,553.5700,553.5800,547.5200,551.4900,266400,0
AMBV4.SA,D,20030414,000000,547.5300,552.4800,547.5300,550.9600,148000,0
AMBV4.SA,D,20030415,000000,547.5200,552.4800,537.6200,544.5500,503900,0
AMBV4.SA,D,20030416,000000,544.5500,544.5500,534.6500,537.6200,583800,0
AMBV4.SA,D,20030417,000000,544.5400,544.5400,536.5300,544.0400,338700,0
AMBV4.SA,D,20030418,000000,544.0400,544.0400,544.0400,544.0400,0,0
AMBV4.SA,D,20030421,000000,544.0400,544.0400,544.0400,544.0400,0,0
AMBV4.SA,D,20030422,000000,542.4100,553.4600,542.0900,551.4700,175700,0
AMBV4.SA,D,20030423,000000,549.5000,562.3800,549.5000,556.4400,131600,0
AMBV4.SA,D,20030424,000000,554.7900,562.3800,554.4600,557.4300,174300,0
AMBV4.SA,D,20030425,000000,555.7500,570.3000,555.7500,564.3800,134100,0
AMBV4.SA,D,20030428,000000,559.4200,572.7700,559.4200,564.3600,91800,0
AMBV4.SA,D,20030429,000000,569.3100,588.1200,569.3100,576.2400,221100,0
AMBV4.SA,D,20030430,000000,584.1600,584.1600,565.8400,577.2300,267300,0
AMBV4.SA,D,20030501,000000,577.2300,577.2300,577.2300,577.2300,0,0
AMBV4.SA,D,20030502,000000,565.7600,600.0000,565.7600,595.0400,223600,0
AMBV4.SA,D,20030505,000000,566.3400,603.9700,566.3400,600.5000,258800,0
AMBV4.SA,D,20030506,000000,594.0600,601.9800,584.1700,598.0200,263000,0
AMBV4.SA,D,20030507,000000,585.1500,602.9700,585.1500,601.9800,131100,0
AMBV4.SA,D,20030508,000000,594.0800,601.9700,594.0800,600.9900,105600,0
AMBV4.SA,D,20030509,000000,600.9900,608.9000,597.1400,606.9300,309100,0
AMBV4.SA,D,20030512,000000,606.9300,610.1300,591.1000,595.0500,307000,0
AMBV4.SA,D,20030513,000000,603.8400,603.9600,595.1600,600.9900,372800,0
AMBV4.SA,D,20030514,000000,598.5900,604.9400,592.5700,592.5700,161400,0
AMBV4.SA,D,20030515,000000,593.0800,603.9600,587.1300,603.9600,395700,0
AMBV4.SA,D,20030516,000000,594.0700,604.9500,594.0600,600.9900,150600,0
AMBV4.SA,D,20030519,000000,594.0600,598.0200,584.1600,589.1200,107100,0
AMBV4.SA,D,20030520,000000,587.3500,587.3500,565.3600,582.1800,132500,0
AMBV4.SA,D,20030521,000000,579.2700,598.0200,578.2300,594.0600,46800,0
AMBV4.SA,D,20030522,000000,594.0600,599.5000,582.1800,599.0100,80100,0
AMBV4.SA,D,20030523,000000,585.1500,602.9700,584.2700,602.9700,155400,0
AMBV4.SA,D,20030526,000000,599.3600,605.9400,599.3600,603.9600,121800,0
AMBV4.SA,D,20030527,000000,600.0000,610.8900,590.1100,600.9900,250200,0
AMBV4.SA,D,20030528,000000,593.0700,607.4400,593.0700,604.9400,146300,0
AMBV4.SA,D,20030529,000000,610.8700,610.8700,594.0600,594.0600,151000,0
AMBV4.SA,D,20030530,000000,594.0700,599.0100,584.1600,587.1300,192800,0
AMBV4.SA,D,20030602,000000,585.2500,589.6000,576.2400,576.2400,315500,0
AMBV4.SA,D,20030603,000000,574.2700,588.1100,573.2800,581.1900,128200,0
AMBV4.SA,D,20030604,000000,574.3600,597.5100,569.3100,593.0700,164300,0
AMBV4.SA,D,20030605,000000,593.0700,595.0500,580.2000,584.1600,185200,0
AMBV4.SA,D,20030606,000000,583.2700,596.0300,583.2700,591.0900,325800,0
AMBV4.SA,D,20030609,000000,584.2700,598.0200,580.2000,584.3900,117100,0
AMBV4.SA,D,20030610,000000,584.1600,596.5400,584.1600,590.9900,298800,0
AMBV4.SA,D,20030611,000000,584.1600,584.1600,579.2100,579.2100,95000,0
AMBV4.SA,D,20030612,000000,584.1600,598.0200,580.2000,594.0600,253800,0
AMBV4.SA,D,20030613,000000,594.0600,594.0600,581.1900,593.0600,187700,0
AMBV4.SA,D,20030616,000000,580.8300,598.0200,580.8300,594.0500,392400,0
AMBV4.SA,D,20030617,000000,590.4900,596.0300,590.4900,594.0600,164100,0
AMBV4.SA,D,20030618,000000,590.5900,592.0800,584.2600,588.1200,526900,0
AMBV4.SA,D,20030619,000000,588.1200,588.1200,588.1200,588.1200,0,0
AMBV4.SA,D,20030620,000000,588.1300,592.5700,579.2300,584.1600,163300,0
AMBV4.SA,D,20030623,000000,584.1600,592.9500,569.3100,584.1600,406400,0
AMBV4.SA,D,20030624,000000,585.1400,585.1400,575.3200,584.1500,315100,0
AMBV4.SA,D,20030625,000000,581.2000,593.0700,574.2600,584.1600,419100,0
AMBV4.SA,D,20030626,000000,577.2400,585.1500,577.2300,579.2100,103200,0
AMBV4.SA,D,20030627,000000,589.1100,589.1100,570.8600,577.2300,90400,0
AMBV4.SA,D,20030630,000000,584.1600,584.1600,573.2700,574.2600,115400,0
AMBV4.SA,D,20030701,000000,574.2600,585.1500,569.3200,585.1500,227400,0
AMBV4.SA,D,20030702,000000,576.2400,596.5800,576.2400,596.5800,175700,0
AMBV4.SA,D,20030703,000000,584.1600,585.1500,579.2200,585.1500,140300,0
AMBV4.SA,D,20030704,000000,584.1600,594.0500,581.1900,594.0500,63700,0
AMBV4.SA,D,20030707,000000,589.1100,594.0600,582.2100,592.0800,268300,0
AMBV4.SA,D,20030708,000000,590.0900,594.0600,589.1100,594.0600,193800,0
AMBV4.SA,D,20030709,000000,594.0600,594.0600,594.0600,594.0600,0,0
AMBV4.SA,D,20030710,000000,594.0600,594.0600,589.1100,593.0600,129800,0
AMBV4.SA,D,20030711,000000,589.1100,594.0600,589.1100,594.0500,77000,0
AMBV4.SA,D,20030714,000000,584.1700,596.5800,584.1600,595.5400,361000,0
AMBV4.SA,D,20030715,000000,595.3500,602.9700,595.3500,598.0200,314600,0
AMBV4.SA,D,20030716,000000,596.0500,596.0500,582.1900,586.1400,93500,0
AMBV4.SA,D,20030717,000000,578.2300,590.1100,576.2400,581.1700,223400,0
AMBV4.SA,D,20030718,000000,581.1900,587.1300,581.1900,584.1600,100800,0
AMBV4.SA,D,20030721,000000,584.1600,594.0600,582.1800,594.0600,172000,0
AMBV4.SA,D,20030722,000000,594.0600,595.0500,590.1000,594.0600,71700,0
AMBV4.SA,D,20030723,000000,595.0500,596.0400,569.3200,594.0600,134600,0
AMBV4.SA,D,20030724,000000,597.0300,597.0300,584.1600,588.0200,79200,0
AMBV4.SA,D,20030725,000000,592.0800,592.9600,576.4400,589.1000,156000,0
AMBV4.SA,D,20030728,000000,584.1700,591.2700,583.1700,589.1100,90900,0
AMBV4.SA,D,20030729,000000,587.1300,594.0500,580.2000,580.2000,143900,0
AMBV4.SA,D,20030730,000000,584.1600,591.0900,579.2100,589.1100,75500,0
AMBV4.SA,D,20030731,000000,594.0600,594.0600,581.1900,587.1300,284000,0
AMBV4.SA,D,20030801,000000,580.8900,581.2100,554.4600,572.2800,283200,0
AMBV4.SA,D,20030806,000000,576.4000,586.1300,570.3000,586.1300,258600,0
AMBV4.SA,D,20030807,000000,584.1600,588.6000,574.2600,588.6000,153400,0
AMBV4.SA,D,20030808,000000,584.1600,590.1000,581.1900,589.1100,225800,0
AMBV4.SA,D,20030811,000000,589.6000,589.6000,576.7300,584.1600,158100,0
AMBV4.SA,D,20030812,000000,589.5800,592.0800,577.2400,583.6200,271500,0
AMBV4.SA,D,20030813,000000,580.2000,584.1500,566.3300,572.2800,639300,0
AMBV4.SA,D,20030814,000000,574.2600,578.2200,566.8300,573.7700,337500,0
AMBV4.SA,D,20030815,000000,577.2300,581.0700,574.2600,580.2000,364700,0
AMBV4.SA,D,20030818,000000,588.1100,588.1100,576.2400,586.1400,136100,0
AMBV4.SA,D,20030819,000000,588.1100,593.0700,580.2000,588.1200,89800,0
AMBV4.SA,D,20030820,000000,586.1300,589.0700,577.2300,586.1400,453600,0
AMBV4.SA,D,20030821,000000,588.1200,604.9500,584.1600,604.9500,592700,0
AMBV4.SA,D,20030822,000000,601.9800,612.8700,601.9800,605.9400,236500,0
AMBV4.SA,D,20030825,000000,606.9300,608.4100,598.0200,599.0100,238500,0
AMBV4.SA,D,20030826,000000,599.0100,599.0100,564.3600,591.5800,310700,0
AMBV4.SA,D,20030827,000000,591.0900,599.5000,587.1300,599.5000,852900,0
AMBV4.SA,D,20030828,000000,613.8600,633.6600,613.8600,624.7500,1033700,0
AMBV4.SA,D,20030829,000000,618.8100,650.5000,613.8600,648.5100,813600,0
AMBV4.SA,D,20030901,000000,653.4600,675.2500,640.6000,673.2700,294600,0
AMBV4.SA,D,20030902,000000,675.2500,678.2200,656.9300,669.3100,452100,0
AMBV4.SA,D,20030903,000000,676.2400,685.1500,673.2700,676.3500,435000,0
AMBV4.SA,D,20030904,000000,674.9900,698.0100,673.2700,692.1400,554700,0
AMBV4.SA,D,20030905,000000,687.1300,698.0200,687.1300,696.0400,404100,0
AMBV4.SA,D,20030908,000000,696.0400,698.0200,681.2000,685.1500,355700,0
AMBV4.SA,D,20030909,000000,690.0800,690.0800,651.1900,651.4900,527400,0
AMBV4.SA,D,20030910,000000,653.4700,659.3800,638.6200,657.4300,446500,0
AMBV4.SA,D,20030911,000000,673.2600,673.2700,652.4800,659.4100,552900,0
AMBV4.SA,D,20030912,000000,658.4100,660.8900,650.5000,656.4300,372400,0
AMBV4.SA,D,20030915,000000,656.4300,656.4400,642.5700,642.5700,367100,0
AMBV4.SA,D,20030916,000000,642.5700,646.5300,639.7000,642.5700,170800,0
AMBV4.SA,D,20030917,000000,641.5800,648.5000,627.7200,634.6400,364100,0
AMBV4.SA,D,20030918,000000,638.6100,653.4700,631.6800,650.5000,379000,0
AMBV4.SA,D,20030919,000000,662.8600,662.8600,646.5300,647.5200,174800,0
AMBV4.SA,D,20030922,000000,643.5600,652.4800,636.6200,638.6000,249600,0
AMBV4.SA,D,20030923,000000,637.3300,638.6200,625.7400,633.6600,174200,0
AMBV4.SA,D,20030924,000000,631.6800,633.6600,611.8800,615.8400,485600,0
AMBV4.SA,D,20030925,000000,615.8400,616.8300,595.0500,602.0000,388900,0
AMBV4.SA,D,20030926,000000,600.5000,619.8100,600.5000,619.8100,673200,0
AMBV4.SA,D,20030929,000000,626.7300,633.6600,620.7900,629.2100,256100,0
AMBV4.SA,D,20030930,000000,633.6600,643.5600,625.7400,628.8100,564500,0
AMBV4.SA,D,20031001,000000,633.6600,653.4700,633.6600,647.0300,301200,0
AMBV4.SA,D,20031002,000000,647.0300,659.4100,643.5600,653.4700,239100,0
AMBV4.SA,D,20031003,000000,641.5800,644.5700,616.5800,621.7800,497400,0
AMBV4.SA,D,20031006,000000,621.8100,641.5800,615.8400,641.0900,256600,0
AMBV4.SA,D,20031007,000000,623.7800,641.5300,623.7800,637.6200,339800,0
AMBV4.SA,D,20031008,000000,635.6400,649.5000,632.6700,642.5700,400500,0
AMBV4.SA,D,20031009,000000,643.0600,643.5600,633.6600,638.5900,269600,0
AMBV4.SA,D,20031010,000000,643.5600,643.5600,624.8700,633.6600,202000,0
AMBV4.SA,D,20031013,000000,638.6100,643.5600,623.7700,643.5600,220500,0
AMBV4.SA,D,20031014,000000,643.5600,652.7800,635.1500,639.6000,461400,0
AMBV4.SA,D,20031015,000000,640.6000,645.5400,625.6500,628.5000,283400,0
AMBV4.SA,D,20031016,000000,630.2000,638.6000,621.7800,627.2300,150600,0
AMBV4.SA,D,20031017,000000,624.1000,630.6900,615.0000,617.3100,236400,0
AMBV4.SA,D,20031020,000000,617.8200,623.7400,609.9000,621.7800,461100,0
AMBV4.SA,D,20031021,000000,627.7100,628.7000,622.7700,628.2200,239500,0
AMBV4.SA,D,20031022,000000,628.7100,633.6500,624.9800,631.6800,240900,0
AMBV4.SA,D,20031023,000000,623.6500,627.7000,612.6300,627.7000,314200,0
AMBV4.SA,D,20031024,000000,613.8700,631.6800,613.8700,631.6800,71700,0
AMBV4.SA,D,20031027,000000,631.6800,633.6600,623.7600,633.6600,216700,0
AMBV4.SA,D,20031028,000000,633.6600,640.5900,629.3100,640.5900,227500,0
AMBV4.SA,D,20031029,000000,640.5900,641.5800,623.9100,624.7500,156600,0
AMBV4.SA,D,20031030,000000,622.8800,627.7200,608.0300,616.8300,266600,0
AMBV4.SA,D,20031031,000000,623.7400,635.6400,604.0100,606.9300,400900,0
AMBV4.SA,D,20031103,000000,609.9000,615.8300,603.9600,614.8500,347100,0
AMBV4.SA,D,20031104,000000,620.3000,633.6600,616.9400,624.7500,386900,0
AMBV4.SA,D,20031105,000000,626.7100,626.7100,603.9600,604.4600,462800,0
AMBV4.SA,D,20031106,000000,611.8800,611.8800,589.1100,594.0600,480300,0
AMBV4.SA,D,20031107,000000,603.9600,613.8600,600.9900,611.8800,263400,0
AMBV4.SA,D,20031110,000000,626.7300,626.7300,613.8700,620.7900,318800,0
AMBV4.SA,D,20031111,000000,611.8800,626.7300,611.8800,626.7300,218800,0
AMBV4.SA,D,20031112,000000,626.7300,643.0700,626.2400,642.4800,410100,0
AMBV4.SA,D,20031113,000000,642.5700,656.9400,641.5300,656.4300,604600,0
AMBV4.SA,D,20031114,000000,657.9200,676.2400,653.4900,663.3600,671000,0
AMBV4.SA,D,20031117,000000,663.3700,668.2900,650.5000,650.5000,190600,0
AMBV4.SA,D,20031118,000000,663.3500,663.3500,641.8300,649.5000,117000,0
AMBV4.SA,D,20031119,000000,639.6000,651.4900,638.6100,651.4900,169200,0
AMBV4.SA,D,20031120,000000,652.4900,668.7700,652.4900,668.3200,241500,0
AMBV4.SA,D,20031121,000000,664.3600,683.1900,664.3600,683.1900,449200,0
AMBV4.SA,D,20031124,000000,683.1900,688.1200,681.1900,687.6200,487500,0
AMBV4.SA,D,20031125,000000,683.5000,688.1200,677.2300,687.1300,298900,0
AMBV4.SA,D,20031126,000000,687.6200,688.1200,682.1800,687.4300,210300,0
AMBV4.SA,D,20031127,000000,684.6700,692.5700,681.6900,692.5700,69500,0
AMBV4.SA,D,20031128,000000,692.5500,693.0700,685.1500,687.1300,315400,0
AMBV4.SA,D,20031201,000000,688.1300,688.1300,676.2400,683.1700,173900,0
AMBV4.SA,D,20031202,000000,683.1700,686.6300,673.2700,679.2100,146800,0
AMBV4.SA,D,20031203,000000,677.1700,681.1800,671.3000,676.2400,192200,0
AMBV4.SA,D,20031204,000000,676.2400,676.2400,663.3700,667.6200,103100,0
AMBV4.SA,D,20031205,000000,668.3200,684.1600,663.3800,677.2300,213200,0
AMBV4.SA,D,20031208,000000,674.2600,683.1500,663.3700,663.3700,214300,0
AMBV4.SA,D,20031209,000000,678.2200,683.1500,635.9600,635.9600,188200,0
AMBV4.SA,D,20031210,000000,674.2600,683.1500,664.3600,667.8300,187200,0
AMBV4.SA,D,20031211,000000,673.2600,673.2600,658.4200,660.5400,396200,0
AMBV4.SA,D,20031212,000000,663.3700,667.2600,658.4200,658.4200,180300,0
AMBV4.SA,D,20031215,000000,658.4200,678.2200,658.4200,664.8500,285400,0
AMBV4.SA,D,20031216,000000,663.3700,663.3700,647.5200,652.4800,453700,0
AMBV4.SA,D,20031217,000000,653.4800,661.3900,652.4800,655.4600,345300,0
AMBV4.SA,D,20031218,000000,657.4300,681.0900,655.6400,680.1000,384000,0
AMBV4.SA,D,20031219,000000,679.7100,698.0200,676.2400,693.0700,386400,0
AMBV4.SA,D,20031222,000000,693.0700,706.9300,685.1500,705.9300,427700,0
AMBV4.SA,D,20031223,000000,705.9400,723.6600,705.9400,719.8000,390900,0
AMBV4.SA,D,20031224,000000,719.8000,719.8000,719.8000,719.8000,0,0
